sample	cohort_memberships	source_mode	total_ARG_loci	mobile_ARG_loci	mobile_ARG_fraction	plasmid_like_ARG_loci	plasmid_like_ARG_fraction	virus_like_ARG_loci	virus_like_ARG_fraction	chromosome_like_ARG_loci	chromosome_like_ARG_fraction	canonical10_unique_ARG_loci	canonical10_mobile_ARG_loci	canonical10_mobile_ARG_fraction	canonical10_plasmid_ARG_loci	canonical10_plasmid_ARG_fraction	ARG_10class_Shannon	ARG_10class_richness	ARG_loci__Aminoglycoside	ARG_loci__Beta_lactam	ARG_loci__Fosfomycin	ARG_loci__MLS	ARG_loci__Phenicol	ARG_loci__Quinolone	ARG_loci__Rifamycin	ARG_loci__Sulfonamide	ARG_loci__Tetracycline	ARG_loci__Trimethoprim	ARG_present__Aminoglycoside	ARG_present__Beta_lactam	ARG_present__Fosfomycin	ARG_present__MLS	ARG_present__Phenicol	ARG_present__Quinolone	ARG_present__Rifamycin	ARG_present__Sulfonamide	ARG_present__Tetracycline	ARG_present__Trimethoprim	ARG_locus_fraction__Aminoglycoside	ARG_locus_fraction__Beta_lactam	ARG_locus_fraction__Fosfomycin	ARG_locus_fraction__MLS	ARG_locus_fraction__Phenicol	ARG_locus_fraction__Quinolone	ARG_locus_fraction__Rifamycin	ARG_locus_fraction__Sulfonamide	ARG_locus_fraction__Tetracycline	ARG_locus_fraction__Trimethoprim	mobile_ARG_loci__Aminoglycoside	mobile_ARG_loci__Beta_lactam	mobile_ARG_loci__Fosfomycin	mobile_ARG_loci__MLS	mobile_ARG_loci__Phenicol	mobile_ARG_loci__Quinolone	mobile_ARG_loci__Rifamycin	mobile_ARG_loci__Sulfonamide	mobile_ARG_loci__Tetracycline	mobile_ARG_loci__Trimethoprim	mobile_ARG_fraction__Aminoglycoside	mobile_ARG_fraction__Beta_lactam	mobile_ARG_fraction__Fosfomycin	mobile_ARG_fraction__MLS	mobile_ARG_fraction__Phenicol	mobile_ARG_fraction__Quinolone	mobile_ARG_fraction__Rifamycin	mobile_ARG_fraction__Sulfonamide	mobile_ARG_fraction__Tetracycline	mobile_ARG_fraction__Trimethoprim	plasmid_ARG_loci__Aminoglycoside	plasmid_ARG_loci__Beta_lactam	plasmid_ARG_loci__Fosfomycin	plasmid_ARG_loci__MLS	plasmid_ARG_loci__Phenicol	plasmid_ARG_loci__Quinolone	plasmid_ARG_loci__Rifamycin	plasmid_ARG_loci__Sulfonamide	plasmid_ARG_loci__Tetracycline	plasmid_ARG_loci__Trimethoprim	plasmid_ARG_fraction__Aminoglycoside	plasmid_ARG_fraction__Beta_lactam	plasmid_ARG_fraction__Fosfomycin	plasmid_ARG_fraction__MLS	plasmid_ARG_fraction__Phenicol	plasmid_ARG_fraction__Quinolone	plasmid_ARG_fraction__Rifamycin	plasmid_ARG_fraction__Sulfonamide	plasmid_ARG_fraction__Tetracycline	plasmid_ARG_fraction__Trimethoprim
ERR1713410	Batch01_Clean21_USA_Chicago11	strict_perfect	241	39	0.16182572614107885	37	0.15352697095435686	2	0.008298755186721992	202	0.8381742738589212	109	27	0.24770642201834864	25	0.22935779816513763	1.9278345169490725	10	14	26	3	23	8	31	4	1	40	4	1	1	1	1	1	1	1	1	1	1	0.09090909090909091	0.16883116883116883	0.01948051948051948	0.14935064935064934	0.05194805194805195	0.2012987012987013	0.025974025974025976	0.006493506493506494	0.2597402597402597	0.025974025974025976	3	6	0	5	3	6	1	0	5	3	0.21428571428571427	0.23076923076923078	0.0	0.21739130434782608	0.375	0.1935483870967742	0.25	0.0	0.125	0.75	3	5	0	5	3	5	1	0	4	3	0.21428571428571427	0.19230769230769232	0.0	0.21739130434782608	0.375	0.16129032258064516	0.25	0.0	0.1	0.75
ERR1725938	Batch03_Global10	strict_perfect	75	17	0.22666666666666666	17	0.22666666666666666	0	0.0	58	0.7733333333333333	43	13	0.3023255813953488	13	0.3023255813953488	1.8798859729532493	9	10	8	2	8	1	7	1	1	13	0	1	1	1	1	1	1	1	1	1	0	0.19607843137254902	0.1568627450980392	0.0392156862745098	0.1568627450980392	0.0196078431372549	0.13725490196078433	0.0196078431372549	0.0196078431372549	0.2549019607843137	0.0	5	1	0	3	0	2	0	1	3	0	0.5	0.125	0.0	0.375	0.0	0.2857142857142857	0.0	1.0	0.23076923076923078	0.0	5	1	0	3	0	2	0	1	3	0	0.5	0.125	0.0	0.375	0.0	0.2857142857142857	0.0	1.0	0.23076923076923078	0.0
ERR1725947	Hendriksen_Sensitivity_Aggregate;Pilot8	strict_perfect	107	107	1.0	63	0.5887850467289719	2	0.018691588785046728	42	0.3925233644859813	58	58	1.0	45	0.7758620689655172	1.9236597618207156	9	8	13	2	14	5	11	2	0	18	1	1	1	1	1	1	1	1	0	1	1	0.10810810810810811	0.17567567567567569	0.02702702702702703	0.1891891891891892	0.06756756756756757	0.14864864864864866	0.02702702702702703	0.0	0.24324324324324326	0.013513513513513514	8	13	2	14	5	11	2	0	18	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	6	10	2	12	3	4	0	0	10	1	0.75	0.7692307692307693	1.0	0.8571428571428571	0.6	0.36363636363636365	0.0	0.0	0.5555555555555556	1.0
ERR1725952	Batch03_Global10	strict_perfect	7	0	0.0	0	0.0	0	0.0	7	1.0	5	0	0.0	0	0.0	1.0549201679861442	3	0	1	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0.0	0.2	0.0	0.4	0.0	0.0	0.0	0.0	0.4	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1725962	Hendriksen_Sensitivity_Aggregate;Pilot8	strict_perfect	31	31	1.0	15	0.4838709677419355	1	0.03225806451612903	15	0.4838709677419355	10	10	1.0	9	0.9	1.3778195080390327	4	0	3	0	3	0	3	0	0	4	0	0	1	0	1	0	1	0	0	1	0	0.0	0.23076923076923078	0.0	0.23076923076923078	0.0	0.23076923076923078	0.0	0.0	0.3076923076923077	0.0	0	3	0	3	0	3	0	0	4	0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0	3	0	3	0	2	0	0	3	0	0.0	1.0	0.0	1.0	0.0	0.6666666666666666	0.0	0.0	0.75	0.0
ERR1725965	Batch03_Global10	strict_perfect	49	12	0.24489795918367346	12	0.24489795918367346	0	0.0	37	0.7551020408163265	32	11	0.34375	11	0.34375	1.8646493758060392	8	6	8	1	3	4	2	0	1	7	0	1	1	1	1	1	1	0	1	1	0	0.1875	0.25	0.03125	0.09375	0.125	0.0625	0.0	0.03125	0.21875	0.0	2	2	0	2	1	0	0	1	3	0	0.3333333333333333	0.25	0.0	0.6666666666666666	0.25	0.0	0.0	1.0	0.42857142857142855	0.0	2	2	0	2	1	0	0	1	3	0	0.3333333333333333	0.25	0.0	0.6666666666666666	0.25	0.0	0.0	1.0	0.42857142857142855	0.0
ERR1725966	Batch01_Clean21_USA_Chicago11	strict_perfect	60	3	0.05	3	0.05	0	0.0	57	0.95	27	3	0.1111111111111111	3	0.1111111111111111	1.555406822656664	6	4	2	1	11	0	5	0	0	9	0	1	1	1	1	0	1	0	0	1	0	0.125	0.0625	0.03125	0.34375	0.0	0.15625	0.0	0.0	0.28125	0.0	1	0	0	2	0	0	0	0	0	0	0.25	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	2	0	0	0	0	0	0	0.25	0.0	0.0	0.18181818181818182	0.0	0.0	0.0	0.0	0.0	0.0
ERR1725973	Batch01_Clean21_USA_Chicago11	strict_perfect	24	3	0.125	3	0.125	0	0.0	21	0.875	13	3	0.23076923076923078	3	0.23076923076923078	1.5426719687381505	6	1	1	1	5	0	2	0	0	5	0	1	1	1	1	0	1	0	0	1	0	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.3333333333333333	0.0	0.13333333333333333	0.0	0.0	0.3333333333333333	0.0	0	0	0	2	0	0	0	0	1	0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.2	0.0	0	0	0	2	0	0	0	0	1	0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.2	0.0
ERR1725975	Batch01_Clean21_USA_Chicago11	strict_perfect	30	5	0.16666666666666666	5	0.16666666666666666	0	0.0	25	0.8333333333333334	15	3	0.2	3	0.2	1.9806756853584275	9	2	2	3	2	2	7	1	0	6	1	1	1	1	1	1	1	1	0	1	1	0.07692307692307693	0.07692307692307693	0.11538461538461539	0.07692307692307693	0.07692307692307693	0.2692307692307692	0.038461538461538464	0.0	0.23076923076923078	0.038461538461538464	1	0	0	2	0	0	0	0	0	0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	2	0	0	0	0	0	0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1725976	Batch01_Clean21_USA_Chicago11	strict_perfect	51	12	0.23529411764705882	12	0.23529411764705882	0	0.0	39	0.7647058823529411	31	11	0.3548387096774194	11	0.3548387096774194	1.5879573475714759	7	3	3	1	14	0	4	0	1	9	0	1	1	1	1	0	1	0	1	1	0	0.08571428571428572	0.08571428571428572	0.02857142857142857	0.4	0.0	0.11428571428571428	0.0	0.02857142857142857	0.2571428571428571	0.0	1	0	0	7	0	1	0	0	3	0	0.3333333333333333	0.0	0.0	0.5	0.0	0.25	0.0	0.0	0.3333333333333333	0.0	1	0	0	7	0	1	0	0	3	0	0.3333333333333333	0.0	0.0	0.5	0.0	0.25	0.0	0.0	0.3333333333333333	0.0
ERR1725980	Batch03_Global10	strict_perfect	47	6	0.1276595744680851	6	0.1276595744680851	0	0.0	41	0.8723404255319149	21	4	0.19047619047619047	4	0.19047619047619047	1.5021360860953805	5	5	6	0	5	0	1	0	0	4	0	1	1	0	1	0	1	0	0	1	0	0.23809523809523808	0.2857142857142857	0.0	0.23809523809523808	0.0	0.047619047619047616	0.0	0.0	0.19047619047619047	0.0	2	2	0	0	0	0	0	0	0	0	0.4	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0	0	0	0	0.4	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1725981	Batch03_Global10	strict_perfect	99	19	0.1919191919191919	18	0.18181818181818182	1	0.010101010101010102	80	0.8080808080808081	58	18	0.3103448275862069	17	0.29310344827586204	1.8128106748724726	9	8	17	2	17	1	5	0	2	10	1	1	1	1	1	1	1	0	1	1	1	0.12698412698412698	0.2698412698412698	0.031746031746031744	0.2698412698412698	0.015873015873015872	0.07936507936507936	0.0	0.031746031746031744	0.15873015873015872	0.015873015873015872	4	3	0	8	0	0	0	1	1	1	0.5	0.17647058823529413	0.0	0.47058823529411764	0.0	0.0	0.0	0.5	0.1	1.0	4	3	0	7	0	0	0	1	1	1	0.5	0.17647058823529413	0.0	0.4117647058823529	0.0	0.0	0.0	0.5	0.1	1.0
ERR1725987	Batch04A_NewCountries	strict_perfect	3	0	0.0	0	0.0	0	0.0	3	1.0	3	0	0.0	0	0.0	0.6365141682948128	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1725989	Batch04B_NewCountries	strict_perfect	65	7	0.1076923076923077	7	0.1076923076923077	0	0.0	58	0.8923076923076924	33	7	0.21212121212121213	7	0.21212121212121213	1.6425157048538888	6	7	8	1	9	0	3	0	0	7	0	1	1	1	1	0	1	0	0	1	0	0.2	0.22857142857142856	0.02857142857142857	0.2571428571428571	0.0	0.08571428571428572	0.0	0.0	0.2	0.0	2	0	0	4	0	0	0	0	1	0	0.2857142857142857	0.0	0.0	0.4444444444444444	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	2	0	0	4	0	0	0	0	1	0	0.2857142857142857	0.0	0.0	0.4444444444444444	0.0	0.0	0.0	0.0	0.14285714285714285	0.0
ERR1725991	Batch04A_NewCountries	strict_perfect	48	10	0.20833333333333334	10	0.20833333333333334	0	0.0	38	0.7916666666666666	30	9	0.3	9	0.3	1.4488404268331865	6	2	6	1	11	0	1	0	0	10	0	1	1	1	1	0	1	0	0	1	0	0.06451612903225806	0.1935483870967742	0.03225806451612903	0.3548387096774194	0.0	0.03225806451612903	0.0	0.0	0.3225806451612903	0.0	1	2	0	5	0	1	0	0	1	0	0.5	0.3333333333333333	0.0	0.45454545454545453	0.0	1.0	0.0	0.0	0.1	0.0	1	2	0	5	0	1	0	0	1	0	0.5	0.3333333333333333	0.0	0.45454545454545453	0.0	1.0	0.0	0.0	0.1	0.0
ERR1725993	Batch04A_NewCountries	strict_perfect	105	21	0.2	21	0.2	0	0.0	84	0.8	69	16	0.2318840579710145	16	0.2318840579710145	1.9441006560542928	9	10	24	1	18	9	23	6	0	24	3	1	1	1	1	1	1	1	0	1	1	0.0847457627118644	0.2033898305084746	0.00847457627118644	0.15254237288135594	0.07627118644067797	0.19491525423728814	0.05084745762711865	0.0	0.2033898305084746	0.025423728813559324	2	6	0	7	3	5	3	0	4	0	0.2	0.25	0.0	0.3888888888888889	0.3333333333333333	0.21739130434782608	0.5	0.0	0.16666666666666666	0.0	2	6	0	7	3	5	3	0	4	0	0.2	0.25	0.0	0.3888888888888889	0.3333333333333333	0.21739130434782608	0.5	0.0	0.16666666666666666	0.0
ERR1725995	Batch04A_NewCountries	strict_perfect	25	1	0.04	1	0.04	0	0.0	24	0.96	19	1	0.05263157894736842	1	0.05263157894736842	1.591020268707019	6	5	2	2	4	0	1	0	0	8	0	1	1	1	1	0	1	0	0	1	0	0.22727272727272727	0.09090909090909091	0.09090909090909091	0.18181818181818182	0.0	0.045454545454545456	0.0	0.0	0.36363636363636365	0.0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0
ERR1725996	Batch04B_NewCountries	strict_perfect	67	7	0.1044776119402985	6	0.08955223880597014	1	0.014925373134328358	60	0.8955223880597015	46	6	0.13043478260869565	5	0.10869565217391304	1.9071922655276716	8	10	12	0	5	6	6	1	0	12	3	1	1	0	1	1	1	1	0	1	1	0.18181818181818182	0.21818181818181817	0.0	0.09090909090909091	0.10909090909090909	0.10909090909090909	0.01818181818181818	0.0	0.21818181818181817	0.05454545454545454	1	3	0	1	0	0	0	0	1	0	0.1	0.25	0.0	0.2	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	1	2	0	1	0	0	0	0	1	0	0.1	0.16666666666666666	0.0	0.2	0.0	0.0	0.0	0.0	0.08333333333333333	0.0
ERR1725999	Batch04A_NewCountries	strict_perfect	45	4	0.08888888888888889	4	0.08888888888888889	0	0.0	41	0.9111111111111111	16	1	0.0625	1	0.0625	1.4150225884935588	5	1	2	0	5	0	4	0	0	8	0	1	1	0	1	0	1	0	0	1	0	0.05	0.1	0.0	0.25	0.0	0.2	0.0	0.0	0.4	0.0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0
ERR1726000	Batch04B_NewCountries	strict_perfect	12	5	0.4166666666666667	5	0.4166666666666667	0	0.0	7	0.5833333333333334	7	4	0.5714285714285714	4	0.5714285714285714	1.0042424730540764	3	0	1	0	3	0	0	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0.0	0.14285714285714285	0.0	0.42857142857142855	0.0	0.0	0.0	0.0	0.42857142857142855	0.0	0	0	0	3	0	0	0	0	1	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0	0	0	3	0	0	0	0	1	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0
ERR1726001	Batch04A_NewCountries	strict_perfect	21	1	0.047619047619047616	1	0.047619047619047616	0	0.0	20	0.9523809523809523	12	1	0.08333333333333333	1	0.08333333333333333	1.5508457063832815	5	3	1	0	3	0	3	0	0	3	0	1	1	0	1	0	1	0	0	1	0	0.23076923076923078	0.07692307692307693	0.0	0.23076923076923078	0.0	0.23076923076923078	0.0	0.0	0.23076923076923078	0.0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0
ERR1726002	Batch04B_NewCountries	strict_perfect	36	7	0.19444444444444445	7	0.19444444444444445	0	0.0	29	0.8055555555555556	19	6	0.3157894736842105	6	0.3157894736842105	1.4966966288986279	6	3	2	0	9	1	1	0	0	5	0	1	1	0	1	1	1	0	0	1	0	0.14285714285714285	0.09523809523809523	0.0	0.42857142857142855	0.047619047619047616	0.047619047619047616	0.0	0.0	0.23809523809523808	0.0	2	0	0	4	0	0	0	0	0	0	0.6666666666666666	0.0	0.0	0.4444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	2	0	0	4	0	0	0	0	0	0	0.6666666666666666	0.0	0.0	0.4444444444444444	0.0	0.0	0.0	0.0	0.0	0.0
ERR1726003	Batch04B_NewCountries	strict_perfect	72	9	0.125	9	0.125	0	0.0	63	0.875	41	7	0.17073170731707318	7	0.17073170731707318	1.874124854029354	9	4	8	2	12	2	6	1	1	13	0	1	1	1	1	1	1	1	1	1	0	0.08163265306122448	0.16326530612244897	0.04081632653061224	0.24489795918367346	0.04081632653061224	0.12244897959183673	0.02040816326530612	0.02040816326530612	0.2653061224489796	0.0	0	1	0	3	0	1	0	1	2	0	0.0	0.125	0.0	0.25	0.0	0.16666666666666666	0.0	1.0	0.15384615384615385	0.0	0	1	0	3	0	1	0	1	2	0	0.0	0.125	0.0	0.25	0.0	0.16666666666666666	0.0	1.0	0.15384615384615385	0.0
ERR1726004	Batch04B_NewCountries	strict_perfect	38	4	0.10526315789473684	4	0.10526315789473684	0	0.0	34	0.8947368421052632	15	3	0.2	3	0.2	1.6674619334292946	7	1	2	1	6	1	1	0	0	4	0	1	1	1	1	1	1	0	0	1	0	0.0625	0.125	0.0625	0.375	0.0625	0.0625	0.0	0.0	0.25	0.0	0	0	0	2	0	0	0	0	1	0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.25	0.0	0	0	0	2	0	0	0	0	1	0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.25	0.0
ERR1726006	Batch04B_NewCountries	strict_perfect	43	6	0.13953488372093023	6	0.13953488372093023	0	0.0	37	0.8604651162790697	19	4	0.21052631578947367	4	0.21052631578947367	1.3895851727807598	5	2	1	0	5	0	4	0	0	9	0	1	1	0	1	0	1	0	0	1	0	0.09523809523809523	0.047619047619047616	0.0	0.23809523809523808	0.0	0.19047619047619047	0.0	0.0	0.42857142857142855	0.0	1	0	0	1	0	1	0	0	1	0	0.5	0.0	0.0	0.2	0.0	0.25	0.0	0.0	0.1111111111111111	0.0	1	0	0	1	0	1	0	0	1	0	0.5	0.0	0.0	0.2	0.0	0.25	0.0	0.0	0.1111111111111111	0.0
ERR1726009	Batch04B_NewCountries	strict_perfect	75	6	0.08	6	0.08	0	0.0	69	0.92	39	5	0.1282051282051282	5	0.1282051282051282	1.8957009492059664	9	3	11	1	9	4	15	1	0	12	3	1	1	1	1	1	1	1	0	1	1	0.05084745762711865	0.1864406779661017	0.01694915254237288	0.15254237288135594	0.06779661016949153	0.2542372881355932	0.01694915254237288	0.0	0.2033898305084746	0.05084745762711865	1	0	0	3	0	1	0	0	1	0	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.06666666666666667	0.0	0.0	0.08333333333333333	0.0	1	0	0	3	0	1	0	0	1	0	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.06666666666666667	0.0	0.0	0.08333333333333333	0.0
ERR2729809	USA_CrossStudy8	strict_perfect	141	19	0.1347517730496454	19	0.1347517730496454	0	0.0	122	0.8652482269503546	91	17	0.18681318681318682	17	0.18681318681318682	2.0052764212669305	10	11	25	2	21	11	31	4	1	26	9	1	1	1	1	1	1	1	1	1	1	0.07801418439716312	0.1773049645390071	0.014184397163120567	0.14893617021276595	0.07801418439716312	0.2198581560283688	0.028368794326241134	0.0070921985815602835	0.18439716312056736	0.06382978723404255	4	4	0	6	0	3	0	0	2	1	0.36363636363636365	0.16	0.0	0.2857142857142857	0.0	0.0967741935483871	0.0	0.0	0.07692307692307693	0.1111111111111111	4	4	0	6	0	3	0	0	2	1	0.36363636363636365	0.16	0.0	0.2857142857142857	0.0	0.0967741935483871	0.0	0.0	0.07692307692307693	0.1111111111111111
ERR9855090	Batch04B_NewCountries	strict_perfect	232	58	0.25	57	0.24568965517241378	1	0.004310344827586207	174	0.75	124	41	0.33064516129032256	40	0.3225806451612903	2.093060136411586	10	21	35	9	23	15	26	9	2	32	5	1	1	1	1	1	1	1	1	1	1	0.11864406779661017	0.1977401129943503	0.05084745762711865	0.12994350282485875	0.0847457627118644	0.14689265536723164	0.05084745762711865	0.011299435028248588	0.1807909604519774	0.02824858757062147	5	10	0	7	5	7	2	0	12	2	0.23809523809523808	0.2857142857142857	0.0	0.30434782608695654	0.3333333333333333	0.2692307692307692	0.2222222222222222	0.0	0.375	0.4	5	9	0	7	5	7	2	0	12	2	0.23809523809523808	0.2571428571428571	0.0	0.30434782608695654	0.3333333333333333	0.2692307692307692	0.2222222222222222	0.0	0.375	0.4
E_1-2	Kathmandu18	strict_perfect	571	41	0.07180385288966724	40	0.07005253940455342	1	0.0017513134851138354	530	0.9281961471103327	180	31	0.17222222222222222	31	0.17222222222222222	1.9248704165385941	10	16	44	9	28	22	85	12	1	77	13	1	1	1	1	1	1	1	1	1	1	0.05211726384364821	0.14332247557003258	0.029315960912052116	0.09120521172638436	0.07166123778501629	0.2768729641693811	0.03908794788273615	0.003257328990228013	0.250814332247557	0.04234527687296417	5	7	0	10	3	3	2	0	9	0	0.3125	0.1590909090909091	0.0	0.35714285714285715	0.13636363636363635	0.03529411764705882	0.16666666666666666	0.0	0.11688311688311688	0.0	5	7	0	10	3	3	2	0	9	0	0.3125	0.1590909090909091	0.0	0.35714285714285715	0.13636363636363635	0.03529411764705882	0.16666666666666666	0.0	0.11688311688311688	0.0
E_11-12	Kathmandu18	strict_perfect	605	65	0.10743801652892562	62	0.1024793388429752	3	0.0049586776859504135	540	0.8925619834710744	241	48	0.1991701244813278	47	0.1950207468879668	2.0337601003216994	10	28	59	13	41	30	91	17	4	86	20	1	1	1	1	1	1	1	1	1	1	0.07197943444730077	0.15167095115681234	0.033419023136246784	0.10539845758354756	0.07712082262210797	0.23393316195372751	0.043701799485861184	0.010282776349614395	0.2210796915167095	0.05141388174807198	11	10	0	10	6	9	4	0	10	5	0.39285714285714285	0.1694915254237288	0.0	0.24390243902439024	0.2	0.0989010989010989	0.23529411764705882	0.0	0.11627906976744186	0.25	11	9	0	10	6	9	4	0	10	5	0.39285714285714285	0.15254237288135594	0.0	0.24390243902439024	0.2	0.0989010989010989	0.23529411764705882	0.0	0.11627906976744186	0.25
E_3-4	Kathmandu18	strict_perfect	667	48	0.07196401799100449	48	0.07196401799100449	0	0.0	619	0.9280359820089955	216	37	0.1712962962962963	37	0.1712962962962963	1.8310946104819077	10	19	49	9	30	19	107	17	3	109	5	1	1	1	1	1	1	1	1	1	1	0.051771117166212535	0.1335149863760218	0.02452316076294278	0.08174386920980926	0.051771117166212535	0.29155313351498635	0.04632152588555858	0.008174386920980926	0.2970027247956403	0.013623978201634877	7	12	0	10	5	9	6	0	11	2	0.3684210526315789	0.24489795918367346	0.0	0.3333333333333333	0.2631578947368421	0.08411214953271028	0.35294117647058826	0.0	0.10091743119266056	0.4	7	12	0	10	5	9	6	0	11	2	0.3684210526315789	0.24489795918367346	0.0	0.3333333333333333	0.2631578947368421	0.08411214953271028	0.35294117647058826	0.0	0.10091743119266056	0.4
E_5-6	Kathmandu18	strict_perfect	723	84	0.11618257261410789	82	0.11341632088520055	2	0.0027662517289073307	639	0.8838174273858921	337	65	0.19287833827893175	65	0.19287833827893175	2.0234334019202516	10	60	99	12	72	51	145	31	3	126	31	1	1	1	1	1	1	1	1	1	1	0.09523809523809523	0.15714285714285714	0.01904761904761905	0.11428571428571428	0.08095238095238096	0.23015873015873015	0.049206349206349205	0.004761904761904762	0.2	0.049206349206349205	10	14	0	13	9	14	4	1	17	5	0.16666666666666666	0.1414141414141414	0.0	0.18055555555555555	0.17647058823529413	0.09655172413793103	0.12903225806451613	0.3333333333333333	0.1349206349206349	0.16129032258064516	10	14	0	13	9	14	4	1	17	5	0.16666666666666666	0.1414141414141414	0.0	0.18055555555555555	0.17647058823529413	0.09655172413793103	0.12903225806451613	0.3333333333333333	0.1349206349206349	0.16129032258064516
E_7-8	Kathmandu18	strict_perfect	666	61	0.0915915915915916	58	0.08708708708708708	3	0.0045045045045045045	605	0.9084084084084084	223	46	0.2062780269058296	45	0.20179372197309417	1.9049973055766793	10	20	50	12	32	26	111	15	1	103	18	1	1	1	1	1	1	1	1	1	1	0.05154639175257732	0.12886597938144329	0.030927835051546393	0.08247422680412371	0.06701030927835051	0.2860824742268041	0.03865979381443299	0.002577319587628866	0.2654639175257732	0.04639175257731959	9	12	1	11	5	8	2	0	10	4	0.45	0.24	0.08333333333333333	0.34375	0.19230769230769232	0.07207207207207207	0.13333333333333333	0.0	0.0970873786407767	0.2222222222222222	9	12	1	11	4	7	2	0	10	3	0.45	0.24	0.08333333333333333	0.34375	0.15384615384615385	0.06306306306306306	0.13333333333333333	0.0	0.0970873786407767	0.16666666666666666
E_9-10	Kathmandu18	strict_perfect	588	35	0.05952380952380952	34	0.05782312925170068	1	0.0017006802721088435	553	0.9404761904761905	159	29	0.18238993710691823	29	0.18238993710691823	1.9014649282213418	10	18	37	6	27	16	65	11	1	73	6	1	1	1	1	1	1	1	1	1	1	0.06923076923076923	0.1423076923076923	0.023076923076923078	0.10384615384615385	0.06153846153846154	0.25	0.04230769230769231	0.0038461538461538464	0.28076923076923077	0.023076923076923078	4	8	0	7	6	6	5	0	11	0	0.2222222222222222	0.21621621621621623	0.0	0.25925925925925924	0.375	0.09230769230769231	0.45454545454545453	0.0	0.1506849315068493	0.0	4	8	0	7	6	6	5	0	11	0	0.2222222222222222	0.21621621621621623	0.0	0.25925925925925924	0.375	0.09230769230769231	0.45454545454545453	0.0	0.1506849315068493	0.0
I_1-2	Kathmandu18	strict_perfect	795	81	0.1018867924528302	81	0.1018867924528302	0	0.0	714	0.8981132075471698	346	66	0.1907514450867052	66	0.1907514450867052	2.0362217613667988	10	67	100	13	79	45	132	36	4	125	24	1	1	1	1	1	1	1	1	1	1	0.1072	0.16	0.0208	0.1264	0.072	0.2112	0.0576	0.0064	0.2	0.0384	12	19	1	16	11	21	8	0	17	4	0.1791044776119403	0.19	0.07692307692307693	0.20253164556962025	0.24444444444444444	0.1590909090909091	0.2222222222222222	0.0	0.136	0.16666666666666666	12	19	1	16	11	21	8	0	17	4	0.1791044776119403	0.19	0.07692307692307693	0.20253164556962025	0.24444444444444444	0.1590909090909091	0.2222222222222222	0.0	0.136	0.16666666666666666
